epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,1804.59,0.32408,0.2372,0.85197,0.84602,0.83592,0.906,0.7318,0.79077,0.66187,1.2602,0.000505,0.000505,0.000505
27,1873.59,0.31719,0.23335,0.84856,0.83794,0.85287,0.91594,0.73914,0.80519,0.68111,1.27045,0.0004852,0.0004852,0.0004852
28,1942.41,0.30493,0.22241,0.84363,0.81745,0.84155,0.89316,0.71637,0.79671,0.72562,1.26581,0.0004654,0.0004654,0.0004654
29,2011.53,0.2941,0.2168,0.83738,0.82725,0.84648,0.89542,0.72193,0.82025,0.70328,1.28628,0.0004456,0.0004456,0.0004456
30,2080.42,0.27911,0.20586,0.83123,0.84645,0.84942,0.90974,0.73364,0.80181,0.66255,1.26132,0.0004258,0.0004258,0.0004258
31,2149.13,0.27109,0.20118,0.8271,0.78927,0.89828,0.90688,0.72846,0.80328,0.70025,1.26305,0.000406,0.000406,0.000406
32,2217.83,0.26028,0.19459,0.82349,0.84711,0.84524,0.90464,0.72718,0.7973,0.67156,1.26838,0.0003862,0.0003862,0.0003862
33,2286.71,0.25196,0.19001,0.8203,0.86525,0.81538,0.90293,0.73285,0.77956,0.71225,1.24556,0.0003664,0.0003664,0.0003664
34,2355.43,0.24454,0.18501,0.81705,0.80356,0.87051,0.90726,0.72548,0.82829,0.68169,1.30606,0.0003466,0.0003466,0.0003466
35,2424.32,0.23196,0.17597,0.81258,0.80836,0.86975,0.90149,0.72521,0.79378,0.68698,1.26359,0.0003268,0.0003268,0.0003268
36,2492.92,0.22362,0.16973,0.80849,0.86691,0.82363,0.90725,0.73484,0.79083,0.68134,1.26694,0.000307,0.000307,0.000307
37,2561.39,0.21543,0.16514,0.80626,0.84856,0.84104,0.89685,0.72717,0.80642,0.70561,1.30595,0.0002872,0.0002872,0.0002872
38,2630.58,0.20399,0.158,0.80275,0.81564,0.86311,0.90911,0.73274,0.78816,0.67974,1.28774,0.0002674,0.0002674,0.0002674
39,2699.35,0.1952,0.15216,0.79852,0.83013,0.87131,0.89665,0.72632,0.79446,0.70011,1.30497,0.0002476,0.0002476,0.0002476
40,2768.27,0.18767,0.14841,0.79641,0.84701,0.84515,0.91027,0.73808,0.78721,0.69299,1.29347,0.0002278,0.0002278,0.0002278
41,2838.36,0.17869,0.14389,0.79471,0.82136,0.862,0.91025,0.74107,0.78688,0.67813,1.28659,0.000208,0.000208,0.000208
42,2907.84,0.16856,0.13592,0.79137,0.86759,0.84462,0.91971,0.74241,0.77552,0.67272,1.28073,0.0001882,0.0001882,0.0001882
43,2976.74,0.15839,0.12942,0.7882,0.8418,0.86243,0.91728,0.74268,0.77758,0.67335,1.28852,0.0001684,0.0001684,0.0001684
44,3045.96,0.14689,0.12285,0.78535,0.83751,0.8545,0.90942,0.74207,0.79002,0.69466,1.32075,0.0001486,0.0001486,0.0001486
45,3114.97,0.13809,0.11734,0.78331,0.84875,0.83322,0.90066,0.73782,0.78913,0.70579,1.3153,0.0001288,0.0001288,0.0001288
46,3184.06,0.12956,0.11191,0.78163,0.85581,0.82249,0.90461,0.73591,0.78964,0.68491,1.31539,0.000109,0.000109,0.000109
47,3252.68,0.12384,0.10852,0.78101,0.86431,0.84247,0.90609,0.73826,0.784,0.7044,1.31129,8.92e-05,8.92e-05,8.92e-05
48,3321.66,0.11418,0.10344,0.77868,0.8588,0.83572,0.90532,0.73651,0.78474,0.69663,1.32039,6.94e-05,6.94e-05,6.94e-05
49,3390.59,0.10458,0.0983,0.77687,0.83972,0.86889,0.90405,0.73987,0.78792,0.70551,1.31912,4.96e-05,4.96e-05,4.96e-05
50,3459.72,0.09611,0.09289,0.77571,0.84445,0.8576,0.90424,0.73993,0.78702,0.71192,1.31748,2.98e-05,2.98e-05,2.98e-05
