epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
57,2818.21,0.21379,0.16712,0.79755,0.87438,0.81263,0.90956,0.743,0.76666,0.73318,1.2093,0.0004456,0.0004456,0.0004456
58,2867.51,0.20723,0.16467,0.79551,0.87769,0.81158,0.90147,0.73274,0.75876,0.72804,1.17651,0.0004357,0.0004357,0.0004357
59,2916.26,0.2045,0.16159,0.79449,0.84696,0.83387,0.89412,0.72606,0.76423,0.76193,1.19033,0.0004258,0.0004258,0.0004258
60,2965.34,0.20375,0.16145,0.79438,0.86458,0.82751,0.89451,0.73164,0.76359,0.77079,1.20172,0.0004159,0.0004159,0.0004159
61,3014.51,0.19916,0.16135,0.79311,0.86404,0.81963,0.89964,0.73633,0.75946,0.73292,1.20111,0.000406,0.000406,0.000406
62,3063.98,0.19746,0.15837,0.79346,0.81286,0.83494,0.88879,0.73385,0.76656,0.77643,1.21678,0.0003961,0.0003961,0.0003961
63,3112.79,0.19067,0.15229,0.79076,0.8228,0.84098,0.89442,0.72565,0.77057,0.77581,1.19762,0.0003862,0.0003862,0.0003862
64,3161.34,0.1853,0.14784,0.7893,0.8473,0.84036,0.90173,0.73442,0.77719,0.7604,1.21424,0.0003763,0.0003763,0.0003763
65,3210.42,0.18187,0.14452,0.7889,0.84136,0.82531,0.89792,0.73712,0.77087,0.7834,1.21543,0.0003664,0.0003664,0.0003664
66,3259.34,0.17823,0.14282,0.78744,0.82917,0.83772,0.89538,0.73554,0.78764,0.76766,1.23833,0.0003565,0.0003565,0.0003565
67,3308.34,0.17389,0.1385,0.78636,0.8105,0.8648,0.90383,0.73916,0.78225,0.72462,1.22978,0.0003466,0.0003466,0.0003466
68,3357.41,0.16963,0.13617,0.78493,0.83615,0.83861,0.90432,0.74623,0.76804,0.73517,1.20714,0.0003367,0.0003367,0.0003367
69,3406.59,0.16632,0.13446,0.78519,0.82753,0.85916,0.90035,0.74126,0.76885,0.75854,1.2164,0.0003268,0.0003268,0.0003268
70,3455.25,0.15967,0.13014,0.78292,0.88812,0.79871,0.91062,0.74589,0.77218,0.71901,1.23506,0.0003169,0.0003169,0.0003169
71,3504.25,0.15801,0.12813,0.7824,0.85766,0.82125,0.89761,0.73971,0.77148,0.73296,1.22315,0.000307,0.000307,0.000307
72,3553.22,0.15303,0.12564,0.78152,0.85311,0.8157,0.89794,0.74019,0.76745,0.75379,1.21512,0.0002971,0.0002971,0.0002971
73,3601.78,0.14951,0.1233,0.78032,0.86897,0.80628,0.89435,0.73505,0.76556,0.74218,1.22122,0.0002872,0.0002872,0.0002872
74,3650.73,0.14694,0.12198,0.78018,0.8734,0.79919,0.89646,0.73354,0.77009,0.73918,1.22649,0.0002773,0.0002773,0.0002773
75,3699.48,0.14361,0.11935,0.77949,0.87141,0.81269,0.89819,0.73414,0.76951,0.76488,1.2209,0.0002674,0.0002674,0.0002674
76,3747.6,0.13825,0.11669,0.77831,0.84068,0.83633,0.90141,0.74069,0.77315,0.75793,1.22438,0.0002575,0.0002575,0.0002575
77,3796.74,0.13372,0.11301,0.77728,0.88138,0.79957,0.90491,0.7432,0.76495,0.74346,1.21709,0.0002476,0.0002476,0.0002476
78,3845.82,0.13205,0.11137,0.7772,0.86077,0.8073,0.89782,0.73931,0.77219,0.77391,1.22958,0.0002377,0.0002377,0.0002377
79,3894.8,0.1291,0.11007,0.77631,0.84916,0.81787,0.8991,0.74134,0.76578,0.76629,1.22361,0.0002278,0.0002278,0.0002278
80,3944.01,0.12685,0.10874,0.77615,0.85355,0.82929,0.89881,0.7369,0.76444,0.7566,1.22618,0.0002179,0.0002179,0.0002179
81,3993.44,0.12383,0.10645,0.77595,0.83318,0.84811,0.89749,0.73773,0.76703,0.75214,1.2337,0.000208,0.000208,0.000208
82,4042.97,0.1186,0.10264,0.77453,0.86378,0.81702,0.89748,0.73608,0.77046,0.75616,1.23509,0.0001981,0.0001981,0.0001981
83,4092.37,0.11439,0.10061,0.77403,0.83141,0.85072,0.89653,0.73791,0.77076,0.7516,1.2389,0.0001882,0.0001882,0.0001882
84,4141.84,0.11119,0.09902,0.77372,0.85637,0.81243,0.89636,0.73488,0.77136,0.76084,1.24363,0.0001783,0.0001783,0.0001783
85,4191.06,0.10699,0.09506,0.77279,0.85565,0.80658,0.89762,0.73328,0.77131,0.77673,1.2431,0.0001684,0.0001684,0.0001684
86,4240.5,0.10488,0.09367,0.77228,0.86184,0.7953,0.89267,0.73565,0.77004,0.77594,1.24094,0.0001585,0.0001585,0.0001585
87,4289.79,0.10059,0.09126,0.77176,0.87209,0.79531,0.89576,0.73472,0.76913,0.77175,1.24085,0.0001486,0.0001486,0.0001486
88,4339.18,0.0986,0.08974,0.77145,0.83959,0.82755,0.8968,0.73428,0.76752,0.7665,1.24359,0.0001387,0.0001387,0.0001387
89,4389.07,0.09291,0.08675,0.77072,0.85428,0.8225,0.90066,0.73636,0.76678,0.76351,1.24887,0.0001288,0.0001288,0.0001288
90,4438.01,0.08885,0.0835,0.77019,0.79897,0.87211,0.89984,0.73567,0.76843,0.76961,1.25056,0.0001189,0.0001189,0.0001189
91,4488.69,0.08875,0.08316,0.77049,0.85429,0.82072,0.90094,0.73576,0.76869,0.77046,1.25014,0.000109,0.000109,0.000109
92,4537.4,0.08465,0.0812,0.76964,0.834,0.83728,0.90209,0.73644,0.76772,0.76933,1.24972,9.91e-05,9.91e-05,9.91e-05
93,4586.62,0.08167,0.0783,0.76945,0.84754,0.83222,0.90222,0.7361,0.76707,0.77413,1.25066,8.92e-05,8.92e-05,8.92e-05
94,4635.74,0.07722,0.0754,0.76889,0.84823,0.83051,0.90219,0.73679,0.7676,0.77875,1.25029,7.93e-05,7.93e-05,7.93e-05
95,4684.9,0.07321,0.07316,0.76837,0.84651,0.83499,0.90277,0.73649,0.76759,0.77886,1.25073,6.94e-05,6.94e-05,6.94e-05
96,4734.04,0.07183,0.07185,0.76856,0.83674,0.84016,0.90221,0.73728,0.767,0.78191,1.25002,5.95e-05,5.95e-05,5.95e-05
97,4782.52,0.06927,0.07005,0.76795,0.83582,0.8386,0.90214,0.7377,0.76718,0.78443,1.25349,4.96e-05,4.96e-05,4.96e-05
98,4831.32,0.06691,0.06847,0.76802,0.83216,0.84354,0.90234,0.73802,0.76737,0.78597,1.25512,3.97e-05,3.97e-05,3.97e-05
99,4880.54,0.06274,0.06576,0.76751,0.82207,0.85349,0.90243,0.73757,0.76573,0.78832,1.25438,2.98e-05,2.98e-05,2.98e-05
100,4929.63,0.05966,0.06353,0.76745,0.81756,0.86334,0.90105,0.73642,0.76557,0.79158,1.2538,1.99e-05,1.99e-05,1.99e-05
