epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,2117.26,0.17449,0.14045,0.79094,0.87796,0.86433,0.91719,0.75157,0.75455,0.63874,1.21882,0.000208,0.000208,0.000208
42,2168.68,0.16435,0.1342,0.78858,0.89424,0.84406,0.93405,0.76623,0.75813,0.64664,1.21052,0.0001882,0.0001882,0.0001882
43,2220.85,0.15459,0.12858,0.78625,0.84841,0.88585,0.92936,0.75823,0.75528,0.64152,1.22045,0.0001684,0.0001684,0.0001684
44,2272.76,0.14284,0.12095,0.78371,0.88415,0.83912,0.92754,0.75997,0.74444,0.65019,1.20953,0.0001486,0.0001486,0.0001486
45,2323.57,0.13648,0.11744,0.78195,0.87676,0.85564,0.92556,0.75553,0.74431,0.63829,1.21196,0.0001288,0.0001288,0.0001288
46,2375.51,0.12712,0.11163,0.78023,0.84294,0.90376,0.92891,0.76181,0.74827,0.6355,1.21506,0.000109,0.000109,0.000109
47,2427.32,0.12153,0.10825,0.77953,0.8884,0.85151,0.93038,0.75725,0.75244,0.64881,1.2245,8.92e-05,8.92e-05,8.92e-05
48,2478.83,0.1125,0.10263,0.778,0.88869,0.8664,0.93007,0.76425,0.74684,0.63769,1.22776,6.94e-05,6.94e-05,6.94e-05
49,2530.81,0.10308,0.09693,0.77606,0.88118,0.87439,0.92732,0.75955,0.7483,0.63804,1.23553,4.96e-05,4.96e-05,4.96e-05
50,2582.46,0.09565,0.09271,0.77493,0.88313,0.87386,0.92963,0.76376,0.74876,0.64414,1.23555,2.98e-05,2.98e-05,2.98e-05
