epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,2080.38,0.34531,0.25402,0.86284,0.8383,0.82179,0.88454,0.71633,0.82459,0.7214,1.27454,0.0007129,0.0007129,0.0007129
31,2149.32,0.33815,0.25118,0.86009,0.83199,0.79436,0.89595,0.71227,0.82603,0.69135,1.27504,0.000703,0.000703,0.000703
32,2218.23,0.32812,0.24441,0.85447,0.75876,0.8722,0.88835,0.70855,0.81834,0.78089,1.28152,0.0006931,0.0006931,0.0006931
33,2287.15,0.32634,0.24178,0.85275,0.84267,0.82037,0.89251,0.71993,0.79622,0.71098,1.26589,0.0006832,0.0006832,0.0006832
34,2356.03,0.32032,0.23986,0.85152,0.85642,0.81651,0.8954,0.71542,0.82464,0.69752,1.29426,0.0006733,0.0006733,0.0006733
35,2425.19,0.31472,0.23532,0.84835,0.83191,0.83075,0.89745,0.71961,0.80569,0.6789,1.27859,0.0006634,0.0006634,0.0006634
36,2493.79,0.30874,0.22793,0.84388,0.85563,0.84805,0.90697,0.7215,0.8252,0.66958,1.29925,0.0006535,0.0006535,0.0006535
37,2562.69,0.30217,0.22875,0.84107,0.84812,0.83034,0.90354,0.72109,0.82324,0.69301,1.31547,0.0006436,0.0006436,0.0006436
38,2631.56,0.29585,0.22282,0.83783,0.80393,0.87589,0.9038,0.72398,0.81285,0.6836,1.29514,0.0006337,0.0006337,0.0006337
39,2700.48,0.28845,0.2131,0.83535,0.82858,0.85469,0.91054,0.72856,0.80611,0.67183,1.2802,0.0006238,0.0006238,0.0006238
40,2769.48,0.28555,0.21144,0.8326,0.83605,0.84386,0.90782,0.72956,0.80591,0.64667,1.28772,0.0006139,0.0006139,0.0006139
41,2838.01,0.28402,0.21148,0.83296,0.86379,0.77135,0.8884,0.71101,0.81713,0.71274,1.31363,0.000604,0.000604,0.000604
42,2907.16,0.27889,0.20983,0.83176,0.78799,0.85804,0.89881,0.72506,0.81581,0.68948,1.29777,0.0005941,0.0005941,0.0005941
43,2975.74,0.27269,0.20425,0.82676,0.87437,0.78445,0.89351,0.72427,0.79058,0.70764,1.28532,0.0005842,0.0005842,0.0005842
44,3044.63,0.26966,0.2087,0.82668,0.86127,0.80671,0.89355,0.72017,0.79138,0.68526,1.26981,0.0005743,0.0005743,0.0005743
45,3113.92,0.26469,0.19885,0.8232,0.79305,0.8484,0.9025,0.72217,0.81858,0.68199,1.33665,0.0005644,0.0005644,0.0005644
46,3182.61,0.25901,0.19343,0.82225,0.84792,0.8553,0.9095,0.72783,0.8122,0.68154,1.33055,0.0005545,0.0005545,0.0005545
47,3251.38,0.24893,0.18925,0.81815,0.83334,0.85707,0.91516,0.73789,0.80439,0.64311,1.3116,0.0005446,0.0005446,0.0005446
48,3320.32,0.25081,0.19055,0.81832,0.80498,0.87107,0.90921,0.73064,0.8112,0.67184,1.31407,0.0005347,0.0005347,0.0005347
49,3389.34,0.24526,0.18705,0.81584,0.86391,0.79833,0.90605,0.72193,0.80806,0.69705,1.30549,0.0005248,0.0005248,0.0005248
50,3457.93,0.23773,0.18336,0.81242,0.84372,0.84996,0.9182,0.74446,0.79689,0.64663,1.30557,0.0005149,0.0005149,0.0005149
51,3526.94,0.23412,0.18045,0.81092,0.81164,0.86791,0.90082,0.7344,0.80143,0.68173,1.31795,0.000505,0.000505,0.000505
52,3595.87,0.22802,0.17822,0.80901,0.87886,0.80858,0.90951,0.73208,0.80394,0.64408,1.31441,0.0004951,0.0004951,0.0004951
53,3664.7,0.2269,0.17223,0.80819,0.87537,0.82583,0.91201,0.73867,0.80512,0.62758,1.31965,0.0004852,0.0004852,0.0004852
54,3733.56,0.2259,0.17215,0.80747,0.81653,0.86721,0.91118,0.73603,0.79738,0.6272,1.31919,0.0004753,0.0004753,0.0004753
55,3802.72,0.21814,0.16576,0.80428,0.83772,0.83531,0.89927,0.73267,0.81051,0.68139,1.33734,0.0004654,0.0004654,0.0004654
56,3871.51,0.21775,0.16663,0.80527,0.79443,0.85647,0.89141,0.71675,0.8002,0.68525,1.32497,0.0004555,0.0004555,0.0004555
57,3940.1,0.21164,0.16363,0.8033,0.81435,0.86022,0.91476,0.7295,0.81785,0.66647,1.34319,0.0004456,0.0004456,0.0004456
58,4008.9,0.20282,0.15803,0.79991,0.84852,0.84104,0.90889,0.73029,0.81868,0.6467,1.34612,0.0004357,0.0004357,0.0004357
59,4077.98,0.20008,0.1553,0.79961,0.84981,0.83055,0.91312,0.73913,0.8155,0.66338,1.35818,0.0004258,0.0004258,0.0004258
60,4146.74,0.19685,0.15511,0.79769,0.81821,0.84946,0.89847,0.72793,0.80643,0.6694,1.36213,0.0004159,0.0004159,0.0004159
61,4215.7,0.19336,0.15389,0.79611,0.84265,0.79379,0.89174,0.72178,0.8153,0.69101,1.37533,0.000406,0.000406,0.000406
62,4284.35,0.19192,0.1506,0.79601,0.86581,0.80052,0.89014,0.72098,0.80701,0.65967,1.34951,0.0003961,0.0003961,0.0003961
63,4353.47,0.18651,0.1454,0.79389,0.82206,0.83958,0.90006,0.72908,0.79779,0.66792,1.34288,0.0003862,0.0003862,0.0003862
64,4422.09,0.18459,0.1443,0.79368,0.80798,0.84645,0.90457,0.72932,0.80528,0.65163,1.34664,0.0003763,0.0003763,0.0003763
65,4490.82,0.17689,0.14102,0.79165,0.84633,0.81431,0.9045,0.73546,0.8033,0.67196,1.34245,0.0003664,0.0003664,0.0003664
66,4560.21,0.17428,0.14117,0.7911,0.82545,0.8343,0.89785,0.73169,0.8073,0.68406,1.35301,0.0003565,0.0003565,0.0003565
67,4629.17,0.17087,0.13735,0.78945,0.86568,0.78864,0.89278,0.72817,0.80646,0.68229,1.36497,0.0003466,0.0003466,0.0003466
68,4698.45,0.16721,0.13368,0.78908,0.86174,0.78806,0.90025,0.73273,0.8026,0.68576,1.36005,0.0003367,0.0003367,0.0003367
69,4767.44,0.1658,0.13407,0.78797,0.82125,0.82669,0.90056,0.73449,0.80156,0.68506,1.35803,0.0003268,0.0003268,0.0003268
70,4836.64,0.16037,0.12992,0.78653,0.79388,0.86565,0.89742,0.73011,0.80787,0.69462,1.35995,0.0003169,0.0003169,0.0003169
71,4905.46,0.15712,0.1304,0.78571,0.79102,0.85658,0.89158,0.72478,0.80673,0.72793,1.36896,0.000307,0.000307,0.000307
72,4974.12,0.15294,0.12528,0.78522,0.82141,0.83468,0.90048,0.7326,0.79915,0.71551,1.35838,0.0002971,0.0002971,0.0002971
73,5043.26,0.14974,0.12265,0.78368,0.84729,0.80998,0.89621,0.72819,0.80731,0.70338,1.36571,0.0002872,0.0002872,0.0002872
74,5112.39,0.14554,0.12124,0.78283,0.82007,0.83473,0.89141,0.7239,0.80581,0.72512,1.37024,0.0002773,0.0002773,0.0002773
75,5181.54,0.14362,0.11869,0.78241,0.81773,0.85439,0.89924,0.73501,0.79933,0.71625,1.36331,0.0002674,0.0002674,0.0002674
76,5250.54,0.1368,0.11516,0.78062,0.83666,0.80114,0.89251,0.73001,0.8076,0.72118,1.36845,0.0002575,0.0002575,0.0002575
77,5319.59,0.13507,0.11345,0.77991,0.86312,0.77591,0.89097,0.72777,0.81277,0.73508,1.37918,0.0002476,0.0002476,0.0002476
78,5388.17,0.13184,0.11165,0.7797,0.80613,0.84213,0.8905,0.72911,0.80389,0.72007,1.37256,0.0002377,0.0002377,0.0002377
79,5456.93,0.12665,0.10769,0.7785,0.858,0.79801,0.89551,0.73334,0.80451,0.70749,1.37012,0.0002278,0.0002278,0.0002278
80,5526.04,0.12347,0.10505,0.77785,0.87727,0.7997,0.89622,0.73424,0.80596,0.71027,1.37224,0.0002179,0.0002179,0.0002179
81,5594.9,0.12029,0.10418,0.77742,0.86455,0.80352,0.89544,0.73197,0.81014,0.71275,1.38074,0.000208,0.000208,0.000208
82,5664.03,0.11435,0.09978,0.77578,0.80543,0.8576,0.89751,0.73504,0.80673,0.71689,1.38283,0.0001981,0.0001981,0.0001981
83,5732.82,0.11093,0.09738,0.77546,0.82077,0.82386,0.89393,0.73325,0.80841,0.71856,1.38746,0.0001882,0.0001882,0.0001882
84,5801.66,0.10848,0.09537,0.77543,0.78634,0.86748,0.89546,0.73108,0.81313,0.72132,1.39526,0.0001783,0.0001783,0.0001783
85,5870.69,0.1049,0.09376,0.77433,0.8505,0.8186,0.89775,0.737,0.81175,0.71781,1.39444,0.0001684,0.0001684,0.0001684
86,5939.34,0.10224,0.09174,0.77389,0.8012,0.86378,0.89943,0.73734,0.80729,0.71579,1.38864,0.0001585,0.0001585,0.0001585
87,6008.47,0.09836,0.08903,0.77297,0.78914,0.87711,0.8989,0.73571,0.80814,0.72237,1.39744,0.0001486,0.0001486,0.0001486
88,6077.11,0.09625,0.08829,0.77305,0.79832,0.86172,0.89677,0.73321,0.8063,0.73653,1.39719,0.0001387,0.0001387,0.0001387
89,6146.27,0.08985,0.08439,0.77142,0.78505,0.87705,0.89831,0.73641,0.81038,0.7258,1.40105,0.0001288,0.0001288,0.0001288
90,6215,0.08687,0.08233,0.77178,0.80131,0.86203,0.89616,0.73688,0.80516,0.73263,1.39505,0.0001189,0.0001189,0.0001189
91,6285.5,0.08648,0.08137,0.77141,0.80397,0.86446,0.89584,0.73265,0.81072,0.73524,1.40226,0.000109,0.000109,0.000109
92,6354.27,0.08178,0.07867,0.77066,0.80369,0.869,0.89859,0.73615,0.80946,0.73675,1.40128,9.91e-05,9.91e-05,9.91e-05
93,6423.18,0.07888,0.07683,0.77029,0.81623,0.85256,0.90052,0.73602,0.80978,0.74148,1.40268,8.92e-05,8.92e-05,8.92e-05
94,6492.61,0.07322,0.07393,0.76948,0.8447,0.82705,0.90233,0.73854,0.80844,0.74931,1.40282,7.93e-05,7.93e-05,7.93e-05
95,6561.72,0.07083,0.07132,0.76904,0.84512,0.83281,0.90092,0.73641,0.80844,0.75371,1.40328,6.94e-05,6.94e-05,6.94e-05
96,6630.83,0.0681,0.06952,0.76952,0.84825,0.84033,0.90198,0.73609,0.80846,0.75823,1.40506,5.95e-05,5.95e-05,5.95e-05
97,6699.77,0.06642,0.0681,0.7689,0.82968,0.85268,0.90258,0.73787,0.81011,0.75933,1.40665,4.96e-05,4.96e-05,4.96e-05
98,6769.03,0.06361,0.06619,0.76873,0.83679,0.84023,0.90048,0.73631,0.81214,0.76271,1.40917,3.97e-05,3.97e-05,3.97e-05
99,6838.09,0.05981,0.06431,0.76833,0.82978,0.83697,0.90024,0.73563,0.81213,0.76881,1.41021,2.98e-05,2.98e-05,2.98e-05
100,6907.13,0.05645,0.06141,0.76773,0.82903,0.83604,0.89788,0.73371,0.81257,0.77539,1.41114,1.99e-05,1.99e-05,1.99e-05
